,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,PLAYER_ID,TEAM_ID
113,114,Chris Kaman,LAC,27,31,6,25,29.7,12.0,5.2,9.8,52.8,0.0,0.0,0.0,1.6,2.4,68.0,2.4,5.5,8.0,1.5,2.7,0.5,1.5,3.0,27.1,9,0,-5.3,2549,1610612746
114,115,Grant Hill,PHX,36,82,46,36,29.8,12.0,4.8,9.1,52.3,0.3,0.9,31.6,2.2,2.7,80.8,0.8,4.2,4.9,2.3,1.5,1.1,0.7,2.2,25.1,5,0,2.2,255,1610612756
115,116,Raja Bell,CHA,32,67,36,31,34.6,11.9,4.5,10.2,43.7,1.7,4.0,42.1,1.3,1.5,85.3,0.6,3.0,3.6,2.1,1.3,0.7,0.1,2.5,20.8,0,0,1.3,1952,1610612766
116,117,Rajon Rondo,BOS,23,80,62,18,33.0,11.9,4.8,9.5,50.5,0.2,0.6,31.3,2.2,3.4,64.2,1.3,4.0,5.2,8.2,2.6,1.9,0.1,2.4,33.9,15,2,6.4,200765,1610612738
117,118,Marc Gasol,MEM,24,82,24,58,30.7,11.9,4.3,8.1,53.0,0.0,0.0,0.0,3.4,4.6,73.3,2.5,4.9,7.4,1.7,2.0,0.8,1.1,3.2,27.0,17,0,-4.1,201188,1610612763
118,119,Brad Miller,CHI,33,70,25,45,30.0,11.9,4.2,8.8,47.6,0.3,0.8,41.1,3.2,3.9,82.4,2.1,5.6,7.8,3.3,1.9,0.7,0.5,3.2,28.1,16,0,-1.8,1802,1610612741
119,120,Drew Gooden,SAS,27,51,26,25,24.8,11.9,4.6,9.9,46.8,0.0,0.1,0.0,2.6,3.1,84.0,2.2,4.9,7.1,0.9,1.5,0.6,0.4,2.8,23.1,12,0,-2.5,2400,1610612759
120,121,Andris Biedrins,GSW,23,62,20,42,30.0,11.9,5.0,8.6,57.8,0.0,0.0,0.0,1.9,3.5,55.1,3.6,7.6,11.2,2.0,1.8,1.0,1.5,3.8,34.1,28,0,-3.0,2740,1610612744
121,122,Roger Mason Jr.,SAS,28,82,54,28,30.4,11.8,4.3,10.0,42.5,2.0,4.8,42.1,1.3,1.4,89.0,0.2,2.9,3.1,2.1,1.2,0.5,0.1,2.0,19.3,0,0,2.7,2427,1610612759
122,123,D.J. Augustin,CHA,21,72,30,42,26.5,11.8,3.7,8.6,43.0,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,3.5,1.7,0.6,0.0,1.9,19.4,1,0,-0.5,201571,1610612766
123,124,Delonte West,CLE,25,64,52,12,33.6,11.7,4.5,9.8,45.7,1.4,3.6,39.9,1.4,1.7,83.3,0.5,2.7,3.2,3.5,1.4,1.5,0.2,2.0,24.4,0,0,9.5,2753,1610612739
124,125,Andrew Bogut,MIL,24,36,19,17,31.2,11.7,5.1,8.8,57.7,0.0,0.0,0.0,1.6,2.7,57.1,3.3,7.0,10.3,2.0,2.4,0.6,1.0,3.6,29.6,16,0,2.5,101106,1610612749
125,126,Rafer Alston,ORL,32,77,48,29,31.8,11.7,4.1,10.6,38.5,1.5,4.3,33.8,2.0,2.7,75.0,0.4,2.5,2.9,5.3,1.8,1.4,0.1,1.8,25.9,3,0,2.6,1747,1610612753
126,127,Kenyon Martin,DEN,31,66,42,24,32.0,11.7,4.8,9.8,49.1,0.2,0.6,36.8,1.8,3.0,60.4,1.2,4.8,6.0,2.0,1.6,1.5,1.1,3.0,28.0,5,0,2.8,2030,1610612743
127,128,Larry Hughes,NYK,30,55,22,33,26.9,11.6,4.1,10.1,40.2,1.4,3.5,38.9,2.1,2.6,80.7,0.3,2.6,2.9,2.2,1.3,1.3,0.3,1.7,21.8,0,0,-3.0,1716,1610612752
128,129,Hakim Warrick,MEM,26,82,24,58,24.7,11.6,4.1,8.5,49.1,0.1,0.3,21.7,3.2,4.6,71.1,1.6,3.4,5.0,0.8,1.2,0.6,0.5,2.1,20.7,5,0,-2.1,101124,1610612763
129,130,Andrei Kirilenko,UTA,28,67,42,25,27.3,11.6,3.8,8.5,44.9,0.3,1.1,27.4,3.6,4.6,78.5,1.3,3.5,4.8,2.6,1.8,1.2,1.1,1.9,26.6,6,0,4.0,1905,1610612762
130,131,Al Horford,ATL,23,67,41,26,33.5,11.5,4.7,8.9,52.5,0.0,0.0,0.0,2.2,3.1,72.7,2.2,7.1,9.3,2.4,1.5,0.8,1.4,2.8,31.5,20,0,0.2,201143,1610612737
131,132,Andres Nocioni,SAC,29,76,27,49,26.2,11.4,3.9,9.2,42.7,1.6,4.1,39.9,1.9,2.4,79.2,0.7,4.0,4.8,1.3,1.5,0.5,0.4,3.4,20.5,3,0,0.0,2804,1610612758
132,133,Spencer Hawes,SAC,21,77,15,62,29.3,11.4,4.8,10.4,46.6,0.5,1.5,34.8,1.2,1.8,66.2,1.9,5.2,7.1,1.9,2.1,0.6,1.2,3.2,26.1,14,0,-6.9,201150,1610612758
133,134,Lamar Odom,LAL,29,78,61,17,29.7,11.3,4.4,9.0,49.2,0.4,1.3,32.0,2.1,3.3,62.3,2.3,5.9,8.2,2.6,1.8,1.0,1.3,3.0,30.0,18,0,8.9,1885,1610612747
134,135,Rasual Butler,NOH,30,82,49,33,31.9,11.2,4.2,9.8,43.3,1.7,4.4,39.0,1.0,1.3,78.2,0.6,2.7,3.3,0.9,0.7,0.6,0.7,1.9,20.0,1,0,-0.2,2446,1610612740
135,136,Aaron Brooks,HOU,24,80,52,28,25.0,11.2,4.0,9.8,40.4,1.4,3.9,36.6,1.9,2.2,86.6,0.4,1.6,2.0,3.0,1.6,0.6,0.1,1.9,18.5,2,0,2.1,201166,1610612745
136,137,Chris Duhon,NYK,26,79,31,48,36.8,11.1,3.6,8.6,42.1,1.6,4.1,39.1,2.3,2.6,85.6,0.6,2.5,3.1,7.2,2.8,0.9,0.1,1.6,25.8,13,0,-2.8,2768,1610612752
137,138,Kevin Love,MIN,20,81,24,57,25.3,11.1,3.9,8.5,45.9,0.0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1.0,1.5,0.4,0.6,2.5,25.2,29,0,-3.3,201567,1610612750
138,139,Jason Thompson,SAC,22,82,17,65,28.1,11.1,4.3,8.7,49.7,0.0,0.1,0.0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,1.8,0.6,0.7,3.8,23.7,17,0,-3.5,201574,1610612758
139,140,Steve Blake,POR,29,69,46,23,31.7,11.0,4.0,9.4,42.8,2.0,4.8,42.7,0.9,1.1,84.0,0.4,2.1,2.5,5.0,1.6,1.0,0.1,1.8,23.2,4,0,5.7,2581,1610612757
140,141,Beno Udrih,SAC,26,73,14,59,31.1,11.0,4.4,9.5,46.1,0.5,1.5,31.0,1.7,2.1,82.0,0.6,2.4,3.0,4.7,2.2,1.1,0.2,2.6,23.3,1,0,-4.9,2757,1610612758
141,142,Mike Conley,MEM,21,82,24,58,30.6,10.9,3.9,8.9,44.2,1.1,2.6,40.6,2.0,2.4,81.7,0.3,3.1,3.4,4.3,1.7,1.1,0.1,1.8,23.3,2,0,-3.5,201144,1610612763
142,143,Nick Young,WAS,24,82,19,63,22.4,10.9,4.1,9.2,44.4,0.7,2.0,34.1,2.0,2.4,85.0,0.4,1.5,1.8,1.2,1.1,0.5,0.2,1.7,15.8,0,0,-1.7,201156,1610612764
143,144,Tyrus Thomas,CHI,22,79,39,40,27.5,10.8,3.9,8.6,45.1,0.0,0.1,33.3,3.0,3.8,78.3,1.9,4.6,6.4,1.0,1.6,1.2,1.9,2.8,27.6,18,0,-2.4,200748,1610612741
144,145,Anthony Parker,TOR,34,80,31,49,33.0,10.7,4.0,9.4,42.6,1.2,3.0,39.0,1.5,1.8,83.4,0.6,3.4,4.0,3.4,1.4,1.3,0.2,1.8,23.4,0,0,-1.1,1515,1610612761
145,146,Udonis Haslem,MIA,29,75,40,35,34.1,10.6,4.4,8.6,51.8,0.0,0.0,0.0,1.7,2.3,75.3,2.3,6.0,8.2,1.1,1.1,0.6,0.3,2.7,23.8,20,0,0.5,2617,1610612748
146,147,Rudy Fernandez,POR,24,78,52,26,25.6,10.4,3.4,8.1,42.5,2.0,5.1,39.9,1.5,1.8,83.9,0.6,2.1,2.7,2.0,1.1,0.9,0.2,1.4,18.7,0,0,3.0,201164,1610612757
147,148,Marcus Camby,LAC,35,62,16,46,31.1,10.3,4.1,8.0,51.2,0.0,0.1,25.0,2.1,2.9,72.5,2.6,8.5,11.1,2.0,1.5,0.8,2.1,2.1,34.1,25,0,-3.3,948,1610612746
148,149,Matt Barnes,PHX,29,77,42,35,27.0,10.2,3.7,8.8,42.3,1.5,4.4,34.3,1.3,1.8,74.3,1.0,4.4,5.5,2.8,1.7,0.7,0.3,2.7,22.3,5,0,0.7,2440,1610612756
149,150,Quentin Richardson,NYK,29,72,29,43,26.3,10.2,3.6,9.3,39.3,1.7,4.6,36.5,1.2,1.6,76.1,1.0,3.4,4.4,1.6,1.0,0.7,0.1,1.8,19.2,1,0,-1.6,2047,1610612752
150,151,Anthony Morrow,GSW,23,67,23,44,22.6,10.1,3.8,8.0,47.8,1.3,2.7,46.7,1.2,1.4,87.0,1.2,1.8,3.0,1.2,0.8,0.5,0.2,1.9,16.8,2,0,-0.8,201627,1610612744
151,152,Craig Smith,MIN,25,74,22,52,19.7,10.1,3.9,6.9,56.2,0.0,0.0,0.0,2.3,3.4,67.7,1.3,2.5,3.8,1.1,1.4,0.4,0.3,2.5,16.9,1,0,-2.3,200783,1610612750
152,153,Andray Blatche,WAS,22,71,17,54,24.0,10.0,4.2,8.9,47.1,0.1,0.3,23.8,1.6,2.3,70.4,1.8,3.5,5.3,1.7,1.6,0.7,1.0,3.0,22.6,7,0,-2.8,101154,1610612764
153,154,Mario Chalmers,MIA,23,82,43,39,32.0,10.0,3.4,8.1,42.0,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,2.0,2.0,0.1,2.9,24.8,1,0,0.4,201596,1610612748
154,155,Derek Fisher,LAL,34,82,65,17,29.8,9.9,3.6,8.4,42.4,1.5,3.7,39.7,1.3,1.6,84.6,0.3,2.0,2.3,3.2,0.9,1.2,0.1,2.3,20.3,1,0,6.6,965,1610612747
155,156,Linas Kleiza,DEN,24,82,54,28,22.2,9.9,3.5,7.9,44.7,1.1,3.3,32.6,1.8,2.5,72.5,1.1,2.9,4.0,0.8,1.0,0.4,0.2,1.9,16.5,0,0,0.2,101132,1610612743
156,157,Mike Miller,MIN,29,73,22,51,32.3,9.9,3.6,7.5,48.2,1.2,3.1,37.8,1.5,2.0,73.2,1.0,5.6,6.6,4.5,2.0,0.4,0.4,1.9,25.0,7,0,-3.4,2034,1610612750
157,158,Kirk Hinrich,CHI,28,51,28,23,26.2,9.9,3.6,8.2,43.7,1.4,3.3,40.8,1.3,1.7,79.1,0.3,2.1,2.4,3.9,1.7,1.3,0.4,2.5,21.8,0,0,4.0,2550,1610612741
158,159,Sebastian Telfair,MIN,24,75,23,52,27.9,9.8,3.6,9.3,38.3,1.0,2.8,34.6,1.7,2.1,81.9,0.4,1.3,1.7,4.6,1.9,1.0,0.2,2.5,20.2,2,0,-1.1,2742,1610612750
159,160,Keyon Dooling,NJN,29,77,32,45,26.9,9.7,3.4,7.8,43.6,1.3,3.1,42.1,1.6,2.0,82.5,0.3,1.7,2.0,3.5,1.4,0.9,0.1,1.8,19.1,2,0,-3.0,2039,1610612751
160,161,Von Wafer,HOU,23,63,41,22,19.4,9.7,3.6,8.1,44.7,1.0,2.6,39.0,1.4,1.9,75.2,0.3,1.5,1.8,1.1,0.9,0.6,0.1,1.1,14.9,0,0,1.7,101144,1610612745
161,162,Michael Finley,SAS,36,81,54,27,28.8,9.7,3.7,8.5,43.7,1.6,3.9,41.1,0.6,0.8,82.3,0.3,3.0,3.3,1.4,0.8,0.5,0.2,1.0,17.0,0,0,2.1,714,1610612759
162,163,Nenad Krstic,OKC,25,46,17,29,24.8,9.7,4.2,8.8,46.9,0.0,0.0,0.0,1.4,1.7,79.7,1.8,3.7,5.5,0.6,1.0,0.5,1.1,2.5,20.8,1,0,-2.9,2420,1610612760
163,164,Brendan Haywood,WAS,29,6,2,4,29.2,9.7,4.0,8.3,48.0,0.0,0.0,0.0,1.7,3.5,47.6,2.2,5.2,7.3,1.3,1.5,0.7,2.5,2.3,28.5,2,0,-4.7,2217,1610612764
164,165,Antonio McDyess,DET,34,62,28,34,30.1,9.6,4.3,8.5,51.0,0.0,0.0,0.0,1.0,1.4,69.8,3.0,6.8,9.8,1.3,0.8,0.7,0.8,3.1,27.0,16,0,-1.1,686,1610612765
165,166,Luke Ridnour,MIL,28,72,29,43,28.2,9.6,3.5,8.6,40.3,0.8,2.2,35.0,1.8,2.1,86.9,0.5,2.6,3.0,5.1,1.8,1.3,0.2,2.8,23.5,6,0,-1.1,2557,1610612749
166,167,Rashad McCants,SAC,24,58,10,48,19.0,9.6,3.3,8.4,39.3,1.1,3.3,33.3,1.8,2.4,75.9,0.4,1.5,1.9,1.2,1.1,0.8,0.2,1.8,15.6,0,0,-3.1,101119,1610612758
167,168,C.J. Watson,GSW,25,77,25,52,24.5,9.5,3.3,7.3,45.7,0.6,1.6,40.0,2.2,2.5,87.0,0.5,2.0,2.5,2.7,1.2,1.2,0.1,1.8,19.2,1,0,-1.2,201228,1610612744
168,169,Mickael Pietrus,ORL,27,54,38,16,24.6,9.4,3.3,7.9,41.3,1.5,4.1,35.9,1.4,2.0,70.9,0.8,2.4,3.3,1.2,1.0,0.6,0.4,2.3,17.2,2,0,2.6,2554,1610612753
169,170,Carl Landry,HOU,25,69,44,25,21.3,9.2,3.5,6.1,57.4,0.0,0.0,33.3,2.3,2.8,81.3,1.8,3.2,5.0,0.6,1.0,0.4,0.4,2.4,17.6,2,0,0.5,201171,1610612745
170,171,Daequan Cook,MIA,22,75,41,34,24.4,9.1,3.2,8.6,37.5,2.0,5.3,38.7,0.7,0.7,87.5,0.3,2.3,2.5,0.9,0.6,0.5,0.1,1.7,15.0,0,0,-0.1,201161,1610612748
171,172,CJ Miles,UTA,22,72,42,30,22.5,9.1,3.6,7.8,45.9,0.9,2.5,35.2,1.1,1.2,87.6,0.6,1.7,2.3,1.5,0.9,0.6,0.2,2.6,15.8,1,0,0.3,101139,1610612762
172,173,Kyle Korver,UTA,28,78,46,32,24.0,9.0,3.1,7.2,43.8,1.3,3.4,38.6,1.4,1.6,88.2,0.4,2.9,3.3,1.8,1.2,0.6,0.4,2.2,17.5,0,0,2.0,2594,1610612762
173,174,Jason Kidd,DAL,36,81,50,31,35.6,9.0,3.2,7.6,41.6,1.6,4.0,40.6,1.1,1.3,81.9,1.0,5.1,6.2,8.7,2.3,2.0,0.5,2.1,34.5,19,3,4.0,467,1610612742
174,175,James Posey,NOH,32,75,45,30,28.5,8.9,2.9,7.0,41.2,1.5,4.2,36.9,1.6,1.9,82.2,0.5,4.3,4.8,1.1,1.1,0.8,0.3,2.9,18.4,3,0,0.6,1899,1610612740
175,176,Trevor Ariza,LAL,24,82,65,17,24.4,8.9,3.3,7.3,46.0,0.7,2.3,31.9,1.5,2.1,71.0,1.4,2.9,4.3,1.8,1.1,1.7,0.3,2.0,21.5,1,0,3.4,2772,1610612747
176,177,DJ White,OKC,22,7,2,5,18.5,8.9,3.7,7.1,52.0,0.0,0.0,0.0,1.4,1.9,76.9,1.4,3.1,4.6,0.9,0.4,0.4,0.7,1.4,18.6,1,0,0.0,201591,1610612760
177,177,Marco Belinelli,GSW,23,42,13,29,21.0,8.9,3.3,7.5,44.2,1.2,3.1,39.7,1.0,1.2,76.9,0.2,1.5,1.7,2.1,1.4,0.9,0.0,1.7,15.3,0,0,-1.9,201158,1610612744
178,179,Greg Oden,POR,21,61,40,21,21.5,8.9,3.2,5.8,56.4,0.0,0.0,0.0,2.4,3.7,63.7,2.8,4.2,7.0,0.5,1.4,0.4,1.1,3.9,21.2,16,0,2.8,201141,1610612757
179,180,Tyson Chandler,NOH,26,45,30,15,32.1,8.8,3.6,6.3,56.5,0.0,0.0,0.0,1.7,3.0,57.9,3.6,5.1,8.7,0.5,1.6,0.3,1.2,3.2,23.2,15,0,4.3,2199,1610612740
180,181,Mike James,WAS,34,61,17,44,27.0,8.7,3.2,8.4,38.3,1.1,3.0,37.5,1.1,1.3,82.9,0.4,1.8,2.2,3.3,1.5,0.7,0.1,1.8,17.2,0,0,-5.2,2229,1610612764
181,182,Jarvis Hayes,NJN,27,74,32,42,24.8,8.7,3.5,7.8,44.5,1.3,3.3,38.5,0.5,0.7,69.2,0.4,3.2,3.6,0.7,0.7,0.7,0.1,2.2,15.9,0,0,0.0,2553,1610612751
182,183,Yi Jianlian,NJN,21,61,26,35,23.3,8.6,3.1,8.2,38.2,0.8,2.3,34.3,1.6,2.0,77.2,1.1,4.2,5.3,1.0,1.1,0.5,0.6,2.6,18.5,3,0,-1.8,201146,1610612751
183,184,Anderson Varejao,CLE,26,81,65,16,28.5,8.6,3.3,6.2,53.6,0.0,0.0,0.0,1.9,3.1,61.6,2.0,5.1,7.2,1.0,1.0,0.9,0.8,3.0,22.9,9,0,5.4,2760,1610612739
184,185,Eddie House,BOS,31,81,61,20,18.3,8.5,3.1,6.9,44.5,1.9,4.2,44.4,0.5,0.7,79.2,0.1,1.8,1.9,1.1,0.7,0.8,0.1,1.4,14.4,0,0,2.4,2067,1610612738
185,186,Kendrick Perkins,BOS,24,76,57,19,29.6,8.5,3.6,6.3,57.7,0.0,0.0,0.0,1.3,2.1,60.0,2.7,5.5,8.1,1.3,2.2,0.3,2.0,3.3,24.8,12,0,4.4,2570,1610612738
186,187,Tim Thomas,CHI,32,64,26,38,19.5,8.5,3.0,6.8,43.2,1.2,3.0,41.3,1.4,1.9,73.6,0.7,2.5,3.1,1.1,1.1,0.5,0.2,2.3,14.8,1,0,0.6,1501,1610612741
187,188,Brandon Bass,DAL,24,81,49,32,19.4,8.5,3.1,6.3,49.6,0.0,0.1,0.0,2.2,2.6,86.7,1.6,2.9,4.5,0.5,1.1,0.3,0.7,1.7,16.7,4,0,0.9,101138,1610612742
188,189,Willie Green,PHI,27,81,41,40,22.6,8.5,3.5,8.1,43.5,0.6,2.0,31.7,0.8,1.0,72.9,0.4,1.2,1.6,2.0,0.8,0.7,0.2,1.9,14.9,0,0,0.0,2584,1610612755
189,190,Courtney Lee,ORL,23,77,56,21,25.2,8.4,3.2,7.0,45.0,1.1,2.6,40.4,1.0,1.2,83.0,0.2,2.1,2.3,1.2,0.9,1.0,0.2,2.0,15.5,0,0,3.1,201584,1610612753
190,191,Charlie Bell,MIL,30,70,29,41,25.5,8.4,3.1,7.5,41.4,1.2,3.4,36.3,0.9,1.1,82.5,0.5,1.5,1.9,2.2,1.1,0.7,0.1,2.0,15.3,0,0,-1.6,2294,1610612749
191,192,Brandan Wright,GSW,21,39,11,28,17.6,8.3,3.3,6.3,52.8,0.0,0.1,0.0,1.6,2.2,74.1,1.6,2.4,4.0,0.5,0.6,0.6,0.9,1.9,17.9,2,0,-1.7,201148,1610612744
192,193,Matt Bonner,SAS,29,81,54,27,23.8,8.2,3.3,6.6,49.6,1.5,3.3,44.0,0.2,0.3,73.9,1.2,3.6,4.8,1.0,0.5,0.6,0.3,2.3,17.7,1,0,4.2,2588,1610612759
193,194,Nick Collison,OKC,28,71,18,53,25.8,8.2,3.4,6.0,56.8,0.0,0.0,0.0,1.4,1.9,72.1,2.5,4.3,6.9,0.9,1.0,0.7,0.7,3.4,21.1,11,0,-3.0,2555,1610612760
194,195,Jason Kapono,TOR,28,80,33,47,22.9,8.2,3.3,7.6,43.2,1.2,2.9,42.8,0.4,0.5,81.0,0.3,1.7,2.0,1.3,0.9,0.3,0.0,1.8,12.7,0,0,-1.7,2574,1610612761
195,196,Brandon Rush,IND,23,75,33,42,24.0,8.1,3.2,7.7,42.3,1.0,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,1.0,0.5,0.5,1.7,15.2,2,0,-2.4,201575,1610612754
196,197,Anthony Randolph,GSW,19,63,21,42,17.9,7.9,3.2,6.8,46.2,0.0,0.1,0.0,1.6,2.2,71.6,2.0,3.7,5.8,0.8,1.3,0.7,1.2,2.2,20.3,8,0,-1.5,201576,1610612744
197,198,Bobby Simmons,NJN,29,71,30,41,24.4,7.8,2.8,6.2,44.9,1.6,3.7,44.7,0.6,0.8,74.1,1.0,2.9,3.9,1.3,0.9,0.7,0.1,2.6,16.1,1,0,0.2,2250,1610612751
198,199,Daniel Gibson,CLE,23,75,60,15,23.9,7.8,2.7,7.0,39.1,1.4,3.8,38.2,0.9,1.1,76.7,0.4,1.7,2.1,1.8,0.8,0.6,0.2,2.2,14.5,0,0,2.8,200789,1610612739
199,200,J.J. Barea,DAL,25,79,50,29,20.3,7.8,3.1,7.1,44.2,0.7,1.9,35.7,0.9,1.2,75.3,0.5,1.8,2.2,3.4,1.3,0.5,0.1,1.5,15.9,0,0,0.2,200826,1610612742
200,201,Tony Allen,BOS,27,46,37,9,19.3,7.8,3.0,6.2,48.2,0.1,0.6,22.2,1.7,2.4,72.5,0.5,1.8,2.3,1.4,1.7,1.2,0.5,2.1,16.0,0,0,2.1,2754,1610612738
201,202,Marreese Speights,PHI,21,79,41,38,16.0,7.7,3.2,6.4,50.2,0.0,0.1,25.0,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.6,0.3,0.7,2.3,15.3,1,0,-1.0,201578,1610612755
202,203,Leon Powe,BOS,25,70,52,18,17.5,7.7,2.5,4.8,52.4,0.0,0.0,0.0,2.6,3.8,68.9,2.1,2.9,4.9,0.7,1.1,0.3,0.5,2.7,16.2,5,0,2.7,200796,1610612738
203,204,Joey Graham,TOR,27,78,31,47,19.8,7.7,3.0,6.2,48.1,0.0,0.2,18.8,1.7,2.1,82.5,1.2,2.5,3.7,0.6,0.9,0.4,0.2,2.4,13.9,1,0,-1.6,101121,1610612761
204,205,Kyle Lowry,HOU,23,77,32,45,21.8,7.6,2.5,5.6,43.5,0.3,1.3,25.5,2.4,2.9,80.1,0.3,2.1,2.5,3.6,1.5,0.9,0.2,1.9,17.7,1,0,-2.3,200768,1610612745
205,206,Desmond Mason,OKC,31,39,11,28,27.3,7.5,3.2,7.3,43.5,0.0,0.1,0.0,1.2,2.2,54.1,1.1,3.0,4.0,1.2,1.4,0.4,0.8,2.5,16.2,1,0,-1.7,2046,1610612760
206,207,Bobby Jackson,SAC,36,71,16,55,20.9,7.5,2.7,6.8,39.8,0.8,2.8,30.5,1.2,1.4,85.1,0.6,2.2,2.8,2.0,0.9,0.9,0.1,1.4,15.8,2,0,-2.6,1517,1610612758
207,208,Ryan Anderson,NJN,21,66,28,38,19.9,7.4,2.4,6.2,39.3,1.0,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,1.0,0.7,0.3,2.4,16.2,3,0,-0.3,201583,1610612751
208,209,Darius Songaila,WAS,31,77,18,59,19.8,7.4,3.2,5.9,53.2,0.0,0.0,0.0,1.0,1.2,88.9,1.0,2.0,2.9,1.2,1.0,0.8,0.3,2.6,15.0,0,0,-1.6,2443,1610612764
209,210,Antoine Wright,DAL,25,65,38,27,23.9,7.3,2.8,6.6,41.5,0.7,2.3,30.2,1.1,1.5,74.7,0.5,1.6,2.1,1.2,0.8,0.7,0.4,2.6,14.1,0,0,0.8,101120,1610612742
210,211,Fred Jones,LAC,30,52,11,41,28.8,7.3,2.5,6.1,40.7,1.0,2.8,36.7,1.3,1.6,81.5,0.4,2.0,2.4,3.6,1.3,1.0,0.2,2.2,18.0,1,0,-5.0,2410,1610612746
211,212,Shane Battier,HOU,30,60,40,20,33.9,7.3,2.4,5.9,41.0,1.5,4.0,38.4,0.9,1.1,82.1,0.9,3.9,4.8,2.3,0.8,0.8,0.9,1.9,20.7,0,0,4.2,2203,1610612745
212,213,Luc Mbah a Moute,MIL,22,82,34,48,25.8,7.2,2.8,6.0,46.2,0.0,0.0,0.0,1.7,2.3,72.9,2.3,3.6,5.9,1.1,1.2,1.1,0.5,2.5,19.6,4,0,-0.4,201601,1610612749
213,214,Jamario Moon,MIA,29,80,33,47,25.9,7.2,2.8,5.9,46.8,0.8,2.3,35.5,0.9,1.0,85.0,0.7,3.8,4.6,1.2,0.5,1.1,0.8,1.7,19.4,1,0,-0.2,200081,1610612748
214,215,Chris Wilcox,NYK,26,62,15,47,16.9,7.2,3.0,6.0,49.7,0.0,0.1,0.0,1.3,2.3,56.4,1.5,2.9,4.5,0.8,1.2,0.4,0.3,2.2,14.5,3,0,-2.9,2404,1610612752
215,216,Will Bynum,DET,26,57,26,31,14.1,7.2,2.7,6.0,45.6,0.1,0.3,15.8,1.7,2.1,79.8,0.3,1.0,1.3,2.8,1.3,0.6,0.0,1.5,13.5,1,0,0.6,101198,1610612765
216,217,Rodney Carney,MIN,25,67,19,48,17.9,7.2,2.6,6.3,41.6,1.2,3.4,35.0,0.7,1.0,75.8,0.5,1.3,1.9,0.4,0.6,0.7,0.4,1.4,12.7,0,0,-2.2,200760,1610612750
217,218,Maurice Evans,ATL,30,80,45,35,23.0,7.2,2.6,6.0,43.2,1.2,3.1,39.5,0.8,0.9,82.2,1.1,1.9,3.0,0.7,0.5,0.6,0.1,2.0,13.5,1,0,-0.6,2230,1610612737
218,219,Roy Hibbert,IND,22,70,29,41,14.4,7.1,2.8,6.0,47.1,0.0,0.0,0.0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.8,0.3,1.1,3.1,15.6,0,0,-0.9,201579,1610612754
219,220,Wally Szczerbiak,CLE,32,74,60,14,20.6,7.0,2.4,5.4,45.0,0.9,2.3,41.1,1.2,1.4,84.9,0.6,2.6,3.1,1.1,0.7,0.4,0.1,1.8,13.2,1,0,1.9,1887,1610612739
220,221,Glen Davis,BOS,23,76,59,17,21.5,7.0,2.6,5.9,44.2,0.0,0.1,40.0,1.7,2.3,73.0,1.6,2.4,4.0,0.9,0.9,0.7,0.3,3.0,15.0,3,0,1.2,201175,1610612738
221,222,Steve Novak,LAC,26,71,16,55,16.4,6.9,2.5,5.6,44.4,1.7,4.0,41.6,0.3,0.3,91.3,0.3,1.5,1.8,0.6,0.3,0.3,0.1,1.0,10.6,0,0,-2.6,200779,1610612746
222,223,Vladimir Radmanovic,CHA,28,78,53,25,18.5,6.9,2.5,6.0,42.1,1.3,3.4,40.1,0.6,0.7,74.1,0.6,2.3,2.8,1.0,1.3,0.6,0.2,1.4,13.0,0,0,1.0,2209,1610612766
223,224,Rasho Nesterovic,IND,33,70,30,40,17.3,6.8,3.2,6.2,51.3,0.0,0.0,0.0,0.4,0.5,78.1,1.3,2.1,3.4,1.6,0.9,0.4,0.5,2.4,15.2,2,0,-1.5,1725,1610612754
224,225,Joakim Noah,CHI,24,80,39,41,24.2,6.7,2.6,4.7,55.6,0.0,0.0,0.0,1.5,2.3,67.6,3.1,4.5,7.6,1.3,1.0,0.6,1.4,3.0,22.7,10,0,0.8,201149,1610612741
225,226,DeShawn Stevenson,WAS,28,32,7,25,27.7,6.6,2.3,7.2,31.2,1.1,4.0,27.1,1.0,1.9,53.3,0.3,2.0,2.4,3.1,1.0,0.7,0.1,1.3,15.2,0,0,-5.5,2052,1610612764
226,227,Earl Watson,OKC,30,68,19,49,26.1,6.6,2.6,6.7,38.4,0.3,1.3,23.5,1.2,1.6,75.5,0.5,2.2,2.7,5.8,2.3,0.7,0.2,2.0,18.8,2,0,-3.8,2248,1610612760
